review_id,employee_id,review_date,performance_rating,job_satisfaction,environment_satisfaction,relationship_satisfaction,job_involvement,work_life_balance,training_times_last_year,percent_salary_hike
REV-005133,754,2011-12-09,3,2,2,4,2,3,3,12
REV-005134,754,2012-12-22,3,3,1,3,1,1,3,14
REV-005135,754,2013-12-20,3,3,2,4,3,2,1,12
REV-005136,754,2014-12-13,3,3,2,4,3,1,2,11
REV-005137,754,2015-12-04,3,3,2,4,2,2,2,12
REV-005138,754,2016-12-08,4,3,2,4,2,2,3,14
REV-005139,754,2017-12-11,4,3,2,3,3,3,1,14
REV-005140,754,2018-12-17,3,3,2,3,2,2,1,14
REV-005141,754,2019-12-25,3,4,2,4,1,2,1,12
REV-005142,754,2020-12-15,3,3,2,4,1,2,3,11
REV-005143,754,2021-12-15,3,3,2,3,2,1,1,11
REV-005144,754,2022-12-13,4,2,2,5,1,2,3,14
REV-005145,754,2023-12-01,3,3,2,5,2,2,1,14
REV-005146,755,2015-12-02,3,4,3,5,3,3,1,13
REV-005147,755,2016-12-23,4,3,4,4,3,3,3,13
REV-005148,755,2017-12-16,3,4,4,3,3,4,1,17
REV-005149,755,2018-12-01,3,4,4,4,3,2,2,17
REV-005150,755,2019-12-19,3,4,3,4,4,3,3,15
REV-005151,755,2020-12-12,3,4,4,4,2,3,1,17
REV-005152,755,2021-12-06,3,4,4,5,2,2,2,17
REV-005153,755,2022-12-19,4,4,4,5,3,3,3,17
REV-005154,755,2023-12-26,3,4,4,4,3,3,2,13
REV-005155,756,2017-12-16,2,4,3,4,3,4,1,11
REV-005156,756,2018-12-05,3,3,3,5,4,4,3,11
REV-005157,756,2019-12-26,3,4,2,3,4,4,2,11
REV-005158,756,2020-12-16,3,4,3,4,4,4,2,11
REV-005159,756,2021-12-23,3,4,4,5,4,4,1,15
REV-005160,756,2022-12-05,3,3,3,5,4,4,1,11
REV-005161,756,2023-12-17,4,3,3,4,3,4,2,15
REV-005162,757,2018-12-17,3,5,2,3,3,1,2,17
REV-005163,757,2019-12-19,2,4,1,4,2,3,1,17
REV-005164,757,2020-12-13,3,4,1,3,3,2,0,15
REV-005165,757,2021-12-25,3,3,2,3,4,2,0,17
REV-005166,757,2022-12-13,3,4,1,2,4,2,0,19
REV-005167,757,2023-12-09,3,4,1,3,2,2,1,17
REV-005168,758,2023-12-03,3,1,3,2,3,4,4,15
REV-005169,759,2023-12-26,3,4,3,4,3,3,3,16
REV-005170,760,2014-12-24,3,1,2,3,3,3,2,16
REV-005171,760,2015-12-16,2,1,2,4,3,2,3,16
REV-005172,760,2016-12-02,3,1,1,4,3,3,2,20
REV-005173,760,2017-12-03,4,1,2,4,3,3,2,18
REV-005174,760,2018-12-14,3,1,3,5,3,3,3,16
REV-005175,760,2019-12-10,3,1,1,4,4,3,4,16
REV-005176,760,2020-12-01,3,1,2,4,3,2,3,20
REV-005177,760,2021-12-23,3,1,2,3,2,3,2,16
REV-005178,760,2022-12-08,2,1,2,5,3,3,3,20
REV-005179,760,2023-12-26,2,1,1,4,2,4,2,16
REV-005180,761,2015-12-15,3,2,3,3,3,4,0,15
REV-005181,761,2016-12-26,3,2,3,3,3,4,1,13
REV-005182,761,2017-12-18,3,2,3,3,3,4,2,15
REV-005183,761,2018-12-11,4,2,3,3,3,4,2,13
REV-005184,761,2019-12-06,3,2,4,4,3,4,1,15
REV-005185,761,2020-12-20,2,3,3,3,3,4,0,17
REV-005186,761,2021-12-03,3,3,3,3,4,3,1,17
REV-005187,761,2022-12-05,3,2,3,2,3,3,0,15
REV-005188,761,2023-12-27,2,1,3,4,4,4,2,13
REV-005189,762,2014-12-13,3,3,2,3,2,3,2,13
REV-005190,762,2015-12-15,4,3,3,2,2,3,3,13
REV-005191,762,2016-12-14,3,3,2,1,2,3,1,15
REV-005192,762,2017-12-10,3,3,2,1,2,2,1,15
REV-005193,762,2018-12-08,2,3,2,2,2,4,3,11
REV-005194,762,2019-12-05,3,3,2,2,2,3,1,11
REV-005195,762,2020-12-16,3,3,2,2,3,3,1,13
REV-005196,762,2021-12-07,3,4,2,1,2,3,1,11
REV-005197,762,2022-12-08,3,4,2,1,2,2,2,13
REV-005198,762,2023-12-25,3,3,1,2,2,2,1,13
REV-005199,763,2014-12-13,3,1,3,5,2,2,1,11
REV-005200,763,2015-12-09,3,1,3,4,2,3,1,11
REV-005201,763,2016-12-08,3,1,4,4,2,3,2,11
REV-005202,763,2017-12-03,3,1,3,4,3,3,3,14
REV-005203,763,2018-12-11,3,1,3,3,4,3,2,14
REV-005204,763,2019-12-10,3,1,3,3,3,2,2,11
REV-005205,763,2020-12-15,3,1,3,4,3,4,2,11
REV-005206,763,2021-12-16,3,1,3,5,3,3,2,12
REV-005207,763,2022-12-17,3,1,2,4,4,3,2,14
REV-005208,763,2023-12-26,4,1,3,4,2,4,3,14
REV-005209,764,2021-12-14,3,3,4,5,3,2,3,11
REV-005210,764,2022-12-02,4,3,5,5,2,3,4,11
REV-005211,764,2023-12-04,2,2,3,5,3,1,4,11
REV-005212,765,2021-12-21,5,2,3,2,4,2,5,24
REV-005213,765,2022-12-04,5,2,4,3,4,2,4,24
REV-005214,765,2023-12-19,3,3,3,3,3,3,3,24
REV-005215,766,2019-12-23,4,3,1,5,3,3,5,20
REV-005216,766,2020-12-21,4,3,2,4,3,4,6,22
REV-005217,766,2021-12-04,5,3,1,4,2,4,5,22
REV-005218,766,2022-12-06,4,2,2,5,3,3,5,20
REV-005219,766,2023-12-21,4,2,2,4,3,4,5,18
REV-005220,767,2017-12-11,3,4,1,5,2,3,3,13
REV-005221,767,2018-12-24,2,4,2,3,3,3,4,13
REV-005222,767,2019-12-15,3,4,1,4,4,3,3,15
REV-005223,767,2020-12-03,3,4,2,5,2,2,2,11
REV-005224,767,2021-12-01,3,5,1,4,4,3,3,11
REV-005225,767,2022-12-04,2,5,1,5,3,3,4,11
REV-005226,767,2023-12-25,4,4,1,4,4,3,2,15
REV-005227,768,2022-12-18,3,3,4,3,4,2,1,17
REV-005228,768,2023-12-21,3,4,3,5,2,4,0,17
REV-005229,769,2019-12-02,3,1,4,2,2,1,4,14
REV-005230,769,2020-12-23,3,1,4,1,2,1,4,16
REV-005231,769,2021-12-16,4,1,4,2,3,1,2,14
REV-005232,769,2022-12-02,3,1,4,2,2,2,3,14
REV-005233,769,2023-12-16,4,1,3,2,2,2,4,12
REV-005234,770,2019-12-07,3,3,4,2,3,3,4,15
REV-005235,770,2020-12-02,2,2,5,3,3,3,3,13
REV-005236,770,2021-12-07,3,2,5,3,3,2,4,13
REV-005237,770,2022-12-11,3,3,4,3,4,1,3,13
REV-005238,770,2023-12-11,3,2,5,2,2,1,3,15
REV-005239,771,2018-12-10,3,5,3,4,3,4,2,11
REV-005240,771,2019-12-16,2,4,4,5,2,2,4,13
REV-005241,771,2020-12-13,3,3,4,3,2,3,2,11
REV-005242,771,2021-12-08,4,4,3,4,2,2,4,13
REV-005243,771,2022-12-27,3,5,4,4,2,3,2,11
REV-005244,771,2023-12-03,3,4,4,4,2,2,3,11
REV-005245,772,2014-12-06,3,4,4,3,3,1,3,23
REV-005246,772,2015-12-24,4,5,3,4,3,1,1,25
REV-005247,772,2016-12-20,4,3,4,4,2,1,2,25
REV-005248,772,2017-12-13,4,4,4,4,3,1,1,25
REV-005249,772,2018-12-04,4,4,4,4,2,1,1,25
REV-005250,772,2019-12-27,4,5,5,3,4,1,1,25
REV-005251,772,2020-12-21,3,3,3,4,2,2,1,25
REV-005252,772,2021-12-24,3,4,5,4,2,1,3,25
REV-005253,772,2022-12-11,4,3,3,5,4,1,2,25
REV-005254,772,2023-12-24,4,3,3,4,2,1,1,25
REV-005255,773,2019-12-07,3,4,4,4,2,2,1,14
REV-005256,773,2020-12-21,3,4,3,4,4,3,2,14
REV-005257,773,2021-12-27,2,5,4,3,3,3,3,12
REV-005258,773,2022-12-27,4,3,4,4,3,2,2,14
REV-005259,773,2023-12-13,2,4,5,3,2,3,2,14
REV-005260,774,2023-12-16,3,3,2,4,2,3,3,16
REV-005261,775,2018-12-22,3,3,2,2,3,3,3,11
REV-005262,775,2019-12-18,3,3,1,3,3,4,1,15
REV-005263,775,2020-12-17,3,4,1,2,4,3,1,15
REV-005264,775,2021-12-16,2,4,1,3,4,4,2,13
REV-005265,775,2022-12-08,3,4,1,2,2,4,2,15
REV-005266,775,2023-12-15,3,4,1,3,3,2,1,11
REV-005267,776,2021-12-25,3,1,3,3,2,4,3,17
REV-005268,776,2022-12-15,3,1,4,3,1,2,4,19
REV-005269,776,2023-12-16,3,1,4,1,2,3,4,19
REV-005270,777,2017-12-08,2,3,5,1,2,3,1,14
REV-005271,777,2018-12-01,4,1,4,1,1,3,3,11
REV-005272,777,2019-12-27,4,2,3,1,2,4,2,12
REV-005273,777,2020-12-12,3,1,4,1,3,3,3,12
REV-005274,777,2021-12-03,2,2,4,2,3,3,2,11
REV-005275,777,2022-12-21,3,3,3,2,3,2,2,12
REV-005276,777,2023-12-25,3,2,4,1,2,3,2,14
REV-005277,778,2019-12-19,4,5,3,3,3,2,3,23
REV-005278,778,2020-12-01,4,3,3,4,2,2,3,23
REV-005279,778,2021-12-04,5,3,3,3,2,2,2,21
REV-005280,778,2022-12-15,5,4,2,3,2,3,3,19
REV-005281,778,2023-12-18,3,4,3,3,2,3,4,19
REV-005282,779,2018-12-26,2,3,1,1,3,1,1,13
REV-005283,779,2019-12-14,4,5,2,1,3,1,0,11
REV-005284,779,2020-12-10,3,4,3,1,3,1,1,11
REV-005285,779,2021-12-05,3,4,1,2,3,1,0,11
REV-005286,779,2022-12-20,3,3,2,1,4,1,0,11
REV-005287,779,2023-12-22,3,4,3,2,3,1,0,11
REV-005288,780,2023-12-05,4,4,1,5,2,4,2,13
REV-005289,781,2023-12-11,2,3,2,2,2,2,2,14
REV-005290,782,2006-12-22,4,4,1,2,4,3,1,19
REV-005291,782,2007-12-23,3,4,1,2,3,4,3,15
REV-005292,782,2008-12-24,3,3,1,3,3,4,2,17
REV-005293,782,2009-12-09,3,2,1,1,3,4,1,15
REV-005294,782,2010-12-07,2,3,1,2,3,4,1,19
REV-005295,782,2011-12-07,4,2,2,1,3,4,1,19
REV-005296,782,2012-12-17,2,2,2,3,3,4,1,15
REV-005297,782,2013-12-03,3,3,1,1,2,4,1,17
REV-005298,782,2014-12-23,3,3,1,3,3,4,3,19
REV-005299,782,2015-12-02,3,3,1,2,3,4,1,17
REV-005300,782,2016-12-24,2,3,2,2,2,4,2,15
REV-005301,782,2017-12-17,2,3,2,2,3,4,3,19
REV-005302,782,2018-12-26,3,3,2,2,2,4,1,15
REV-005303,782,2019-12-10,4,2,2,3,3,3,2,17
REV-005304,782,2020-12-21,4,3,1,2,3,3,2,15
REV-005305,782,2021-12-25,4,2,1,2,3,4,3,19
REV-005306,782,2022-12-18,4,3,1,2,3,3,2,19
REV-005307,782,2023-12-22,3,2,1,2,3,4,2,19
REV-005308,783,2020-12-13,3,4,1,2,4,4,4,11
REV-005309,783,2021-12-06,3,3,3,1,4,4,4,14
REV-005310,783,2022-12-27,3,3,3,1,4,3,3,14
REV-005311,783,2023-12-01,3,3,2,1,4,4,2,11
REV-005312,784,2004-12-04,3,3,2,4,3,2,2,15
REV-005313,784,2005-12-07,3,3,2,4,4,3,2,17
REV-005314,784,2006-12-20,4,3,3,2,2,3,3,13
REV-005315,784,2007-12-26,4,3,2,3,4,3,2,13
REV-005316,784,2008-12-19,3,3,2,4,3,3,2,17
REV-005317,784,2009-12-19,4,2,2,3,3,2,3,13
REV-005318,784,2010-12-12,4,3,2,2,4,3,3,15
REV-005319,784,2011-12-12,3,4,2,2,4,4,4,13
REV-005320,784,2012-12-06,3,3,2,3,3,4,2,17
REV-005321,784,2013-12-13,3,3,3,4,3,4,4,15
REV-005322,784,2014-12-08,3,2,2,3,3,2,3,15
REV-005323,784,2015-12-03,2,3,2,3,3,2,3,15
REV-005324,784,2016-12-17,3,3,2,3,3,4,2,17
REV-005325,784,2017-12-15,3,3,1,3,3,2,2,15
REV-005326,784,2018-12-24,3,2,2,2,2,2,2,15
REV-005327,784,2019-12-24,3,2,2,3,3,2,4,13
REV-005328,784,2020-12-27,2,3,3,2,4,4,2,17
REV-005329,784,2021-12-21,2,3,2,4,2,3,2,17
REV-005330,784,2022-12-25,4,4,2,3,3,3,3,15
REV-005331,784,2023-12-10,3,4,2,4,2,4,4,17
REV-005332,785,2022-12-20,4,2,4,3,2,4,1,20
REV-005333,785,2023-12-13,4,3,3,2,2,3,3,22
REV-005334,786,2023-12-23,3,2,4,4,2,4,0,15
REV-005335,787,2023-12-02,3,4,5,3,3,3,6,12
REV-005336,789,2013-12-15,3,3,2,1,3,3,1,16
REV-005337,789,2014-12-11,3,3,3,1,3,3,0,14
REV-005338,789,2015-12-07,3,4,3,2,3,4,1,14
REV-005339,789,2016-12-27,3,3,2,1,3,3,0,14
REV-005340,789,2017-12-09,2,3,2,2,4,3,0,14
REV-005341,789,2018-12-12,3,3,2,1,2,4,0,14
REV-005342,789,2019-12-18,4,3,1,1,3,2,0,16
REV-005343,789,2020-12-23,3,3,2,1,3,3,0,14
REV-005344,789,2021-12-08,3,2,2,1,3,2,0,16
REV-005345,789,2022-12-09,2,2,2,1,4,3,0,14
REV-005346,789,2023-12-04,4,2,2,1,3,4,0,16
REV-005347,790,2009-12-26,3,4,2,3,4,2,3,12
REV-005348,790,2010-12-02,3,3,3,2,3,3,4,14
REV-005349,790,2011-12-17,2,3,2,2,4,3,2,14
REV-005350,790,2012-12-15,4,3,2,3,2,2,2,11
REV-005351,790,2013-12-10,3,3,3,1,3,3,4,14
REV-005352,790,2014-12-09,3,2,2,1,3,4,4,14
REV-005353,790,2015-12-23,3,4,1,1,2,2,2,11
REV-005354,790,2016-12-15,3,3,3,2,2,3,2,11
REV-005355,790,2017-12-21,3,2,2,2,2,4,3,14
REV-005356,790,2018-12-13,3,3,2,2,3,3,3,14
REV-005357,790,2019-12-10,3,3,2,2,2,2,4,14
REV-005358,790,2020-12-12,3,3,1,1,3,4,4,14
REV-005359,790,2021-12-16,3,4,2,2,3,3,2,12
REV-005360,790,2022-12-13,3,3,1,2,3,2,2,12
REV-005361,790,2023-12-07,3,2,1,2,3,3,2,14
REV-005362,791,2007-12-09,3,1,2,2,2,1,1,18
REV-005363,791,2008-12-05,2,2,2,3,2,1,2,18
REV-005364,791,2009-12-08,3,2,1,2,2,1,1,16
REV-005365,791,2010-12-12,3,2,2,4,3,1,1,18
REV-005366,791,2011-12-08,3,2,2,4,4,1,2,16
REV-005367,791,2012-12-13,3,2,2,4,3,1,1,16
REV-005368,791,2013-12-21,3,2,2,3,3,2,1,18
REV-005369,791,2014-12-20,2,2,2,3,4,1,3,16
REV-005370,791,2015-12-18,2,2,2,4,3,1,3,18
REV-005371,791,2016-12-14,4,3,3,3,2,1,1,18
REV-005372,791,2017-12-03,2,3,2,3,3,1,2,20
REV-005373,791,2018-12-06,3,2,2,3,3,1,3,16
REV-005374,791,2019-12-10,3,3,2,3,3,1,2,18
REV-005375,791,2020-12-09,3,2,2,4,3,1,3,18
REV-005376,791,2021-12-20,3,2,2,3,2,1,3,16
REV-005377,791,2022-12-05,3,3,2,4,3,1,1,16
REV-005378,791,2023-12-19,3,2,2,4,3,1,1,20
REV-005379,792,2021-12-06,2,4,1,5,4,3,1,19
REV-005380,792,2022-12-01,2,3,2,4,4,3,0,17
REV-005381,792,2023-12-22,3,3,2,4,4,2,2,15
REV-005382,793,2021-12-11,4,1,4,2,2,3,0,11
REV-005383,793,2022-12-24,2,1,3,3,1,3,1,13
REV-005384,793,2023-12-22,4,1,2,2,1,2,2,13
REV-005385,794,2021-12-22,3,2,3,1,4,3,2,16
REV-005386,794,2022-12-24,3,2,5,1,3,3,2,14
REV-005387,794,2023-12-01,3,2,4,2,3,3,3,16
REV-005388,795,2015-12-08,3,4,3,3,3,3,6,14
REV-005389,795,2016-12-06,4,4,2,2,4,2,5,14
REV-005390,795,2017-12-09,3,5,2,4,3,3,5,16
REV-005391,795,2018-12-21,3,4,3,2,3,3,6,12
REV-005392,795,2019-12-20,3,4,2,4,3,3,6,12
REV-005393,795,2020-12-08,2,4,1,4,3,3,6,16
REV-005394,795,2021-12-22,4,3,2,3,4,3,6,12
REV-005395,795,2022-12-03,3,5,3,3,3,4,5,14
REV-005396,795,2023-12-24,2,4,2,4,3,3,5,12
REV-005397,796,2022-12-23,2,4,5,4,2,2,0,17
REV-005398,796,2023-12-26,3,4,5,4,3,2,0,17
REV-005399,797,2023-12-23,4,3,4,5,2,3,4,11
REV-005400,798,2018-12-26,3,1,3,4,4,3,1,12
REV-005401,798,2019-12-19,3,1,2,5,4,3,3,11
REV-005402,798,2020-12-22,3,2,2,4,4,3,3,14
REV-005403,798,2021-12-20,4,1,1,5,3,4,3,14
REV-005404,798,2022-12-17,2,1,2,4,4,3,1,11
REV-005405,798,2023-12-11,3,1,2,4,3,3,3,12
REV-005406,799,2015-12-24,4,1,2,3,1,1,2,11
REV-005407,799,2016-12-04,3,1,1,3,2,2,3,11
REV-005408,799,2017-12-24,3,1,1,3,1,1,2,11
REV-005409,799,2018-12-07,3,1,2,2,3,1,3,13
REV-005410,799,2019-12-27,2,1,2,2,1,1,1,15
REV-005411,799,2020-12-19,3,1,2,3,3,1,1,11
REV-005412,799,2021-12-14,3,2,2,3,1,1,2,11
REV-005413,799,2022-12-05,4,1,1,3,2,1,1,13
REV-005414,799,2023-12-07,3,1,2,3,2,1,2,15
REV-005415,800,2007-12-15,5,5,5,3,2,2,3,22
REV-005416,800,2008-12-02,5,4,4,3,3,4,4,24
REV-005417,800,2009-12-13,3,5,3,2,3,3,3,20
REV-005418,800,2010-12-13,4,4,3,2,4,4,2,24
REV-005419,800,2011-12-14,3,4,5,2,3,4,3,20
REV-005420,800,2012-12-13,4,4,4,4,3,3,3,24
REV-005421,800,2013-12-05,4,5,5,4,4,3,4,22
REV-005422,800,2014-12-16,3,3,4,2,3,2,4,24
REV-005423,800,2015-12-12,4,4,4,3,3,3,2,22
REV-005424,800,2016-12-09,4,5,5,3,4,3,4,20
REV-005425,800,2017-12-08,5,3,4,3,3,3,3,22
REV-005426,800,2018-12-06,4,4,4,3,3,3,2,20
REV-005427,800,2019-12-26,3,4,4,2,2,3,2,24
REV-005428,800,2020-12-26,4,4,4,3,3,3,2,22
REV-005429,800,2021-12-13,4,4,3,3,3,3,4,22
REV-005430,800,2022-12-11,3,4,3,4,3,4,2,20
REV-005431,800,2023-12-15,5,4,4,3,3,3,3,22
REV-005432,801,2019-12-09,3,1,2,1,3,3,5,14
REV-005433,801,2020-12-15,3,1,3,2,3,3,6,18
REV-005434,801,2021-12-23,3,1,2,2,4,3,6,14
REV-005435,801,2022-12-12,3,1,2,2,3,3,4,16
REV-005436,801,2023-12-23,4,1,2,2,4,3,4,16
REV-005437,802,2018-12-22,3,3,3,4,2,3,3,17
REV-005438,802,2019-12-24,4,4,4,4,3,3,2,15
REV-005439,802,2020-12-11,4,4,3,3,3,2,1,13
REV-005440,802,2021-12-27,3,3,3,4,3,4,3,15
REV-005441,802,2022-12-18,2,2,3,4,3,4,2,17
REV-005442,802,2023-12-13,3,4,3,3,2,3,2,13
REV-005443,803,2021-12-07,3,1,2,3,2,3,3,14
REV-005444,803,2022-12-25,3,1,1,1,3,2,3,12
REV-005445,803,2023-12-14,2,1,1,2,3,3,1,12
REV-005446,804,2003-12-25,3,3,2,4,3,2,2,12
REV-005447,804,2004-12-06,3,3,3,3,3,3,3,16
REV-005448,804,2005-12-19,3,3,2,3,3,3,3,14
REV-005449,804,2006-12-06,4,2,2,3,3,3,2,14
REV-005450,804,2007-12-16,3,3,2,2,4,4,3,16
REV-005451,804,2008-12-12,3,3,1,3,3,3,3,12
REV-005452,804,2009-12-17,3,3,2,4,3,3,2,12
REV-005453,804,2010-12-21,2,3,2,2,4,4,2,16
REV-005454,804,2011-12-03,3,3,2,3,2,3,4,12
REV-005455,804,2012-12-21,2,4,2,2,3,3,2,12
REV-005456,804,2013-12-08,3,3,1,3,3,3,2,16
REV-005457,804,2014-12-13,4,3,2,3,3,3,3,16
REV-005458,804,2015-12-27,3,3,1,3,2,3,4,16
REV-005459,804,2016-12-22,3,4,1,3,3,3,2,12
REV-005460,804,2017-12-06,3,3,2,2,4,3,3,12
REV-005461,804,2018-12-15,4,3,2,4,2,2,2,12
REV-005462,804,2019-12-25,2,3,1,3,4,2,2,14
REV-005463,804,2020-12-02,3,4,2,4,4,3,3,16
REV-005464,804,2021-12-14,4,4,2,3,3,2,4,12
REV-005465,804,2022-12-07,3,2,3,3,3,3,2,12
REV-005466,804,2023-12-05,3,2,1,3,3,3,2,14
REV-005467,805,2019-12-09,3,4,2,3,2,3,3,14
REV-005468,805,2020-12-01,3,4,1,1,2,1,2,14
REV-005469,805,2021-12-14,3,4,2,3,2,2,3,12
REV-005470,805,2022-12-08,3,4,2,3,2,2,4,14
REV-005471,805,2023-12-22,2,5,1,2,3,1,4,14
REV-005472,806,2016-12-27,3,3,2,4,3,2,3,11
REV-005473,806,2017-12-25,3,3,2,4,3,2,1,11
REV-005474,806,2018-12-08,3,3,1,3,3,2,2,11
REV-005475,806,2019-12-05,2,3,1,3,4,2,3,11
REV-005476,806,2020-12-16,3,3,1,4,4,2,1,11
REV-005477,806,2021-12-27,4,3,2,4,3,2,1,13
REV-005478,806,2022-12-17,3,3,3,5,2,2,2,11
REV-005479,806,2023-12-12,2,3,2,3,3,2,2,11
REV-005480,807,2022-12-12,3,2,3,2,2,2,3,11
REV-005481,807,2023-12-01,3,2,3,2,2,2,2,14
REV-005482,808,1995-12-04,4,2,4,2,2,3,6,24
REV-005483,808,1996-12-11,4,3,4,1,3,2,6,22
REV-005484,808,1997-12-16,4,1,3,1,3,2,4,24
REV-005485,808,1998-12-14,4,2,4,1,3,1,5,22
REV-005486,808,1999-12-19,4,2,4,2,3,1,6,25
REV-005487,808,2000-12-18,4,2,4,1,3,2,4,22
REV-005488,808,2001-12-21,4,1,3,1,4,1,5,22
REV-005489,808,2002-12-27,4,1,5,1,3,2,5,24
REV-005490,808,2003-12-02,4,3,3,1,3,1,4,25
REV-005491,808,2004-12-20,4,1,4,2,3,2,4,24
REV-005492,808,2005-12-12,4,1,3,1,3,2,5,25
REV-005493,808,2006-12-26,4,2,4,1,3,2,6,22
REV-005494,808,2007-12-27,3,2,4,1,3,1,5,22
REV-005495,808,2008-12-24,4,3,4,2,3,3,5,24
REV-005496,808,2009-12-22,4,2,4,1,3,3,6,25
REV-005497,808,2010-12-18,4,2,4,1,3,1,4,25
REV-005498,808,2011-12-09,4,2,4,1,4,2,6,25
REV-005499,808,2012-12-18,4,2,4,1,3,3,4,25
REV-005500,808,2013-12-03,4,2,5,1,3,2,6,25
REV-005501,808,2014-12-10,4,1,4,1,2,2,6,22
REV-005502,808,2015-12-10,4,3,4,1,2,2,6,25
REV-005503,808,2016-12-16,5,2,4,1,3,3,5,22
REV-005504,808,2017-12-04,5,2,4,1,2,2,6,22
REV-005505,808,2018-12-16,4,3,3,1,3,2,6,25
REV-005506,808,2019-12-20,4,3,3,2,3,3,6,22
REV-005507,808,2020-12-07,5,1,5,1,4,3,6,24
REV-005508,808,2021-12-25,4,3,3,2,3,1,4,22
REV-005509,808,2022-12-02,4,1,3,2,3,2,5,24
REV-005510,808,2023-12-22,4,1,4,2,3,2,6,25
REV-005511,809,2018-12-11,3,1,3,3,4,3,2,15
REV-005512,809,2019-12-19,3,1,3,2,3,4,1,15
REV-005513,809,2020-12-08,3,1,3,2,3,4,3,11
REV-005514,809,2021-12-25,3,1,1,2,3,4,3,13
REV-005515,809,2022-12-06,3,2,3,1,2,4,1,11
REV-005516,809,2023-12-07,3,1,2,3,3,4,2,15
REV-005517,810,2019-12-25,3,4,5,1,4,2,2,14
REV-005518,810,2020-12-23,4,4,4,2,4,2,2,16
REV-005519,810,2021-12-05,3,5,4,2,4,4,4,16
REV-005520,810,2022-12-02,3,4,4,2,4,2,3,16
REV-005521,810,2023-12-20,4,3,3,1,4,3,2,14
REV-005522,811,2014-12-20,3,5,1,1,3,4,6,15
REV-005523,811,2015-12-22,4,3,2,1,3,3,4,13
REV-005524,811,2016-12-26,2,3,2,1,3,2,6,13
REV-005525,811,2017-12-04,3,4,3,2,3,3,4,15
REV-005526,811,2018-12-14,2,4,2,2,2,3,4,15
REV-005527,811,2019-12-12,2,4,2,1,2,3,6,13
REV-005528,811,2020-12-14,3,3,2,1,3,2,4,11
REV-005529,811,2021-12-25,4,4,2,1,3,2,6,13
REV-005530,811,2022-12-27,3,3,2,1,4,2,4,15
REV-005531,811,2023-12-22,3,5,1,2,3,4,4,11
REV-005532,812,2019-12-08,4,1,5,2,2,1,4,15
REV-005533,812,2020-12-07,4,2,5,1,3,2,2,11
REV-005534,812,2021-12-20,3,1,3,2,2,2,2,15
REV-005535,812,2022-12-01,3,1,5,2,4,2,2,15
REV-005536,812,2023-12-19,4,1,4,3,3,2,2,13
REV-005537,813,2023-12-15,3,4,2,1,4,3,2,12
REV-005538,814,2011-12-24,4,1,2,4,3,4,6,23
REV-005539,814,2012-12-06,4,2,4,4,2,4,5,25
REV-005540,814,2013-12-04,5,1,3,5,3,4,6,25
REV-005541,814,2014-12-03,3,2,3,3,2,4,6,23
REV-005542,814,2015-12-25,5,3,4,5,2,4,5,23
REV-005543,814,2016-12-06,4,1,3,4,4,4,6,23
REV-005544,814,2017-12-04,4,3,2,4,4,4,6,25
REV-005545,814,2018-12-04,3,2,4,4,2,4,6,25
REV-005546,814,2019-12-08,4,2,3,4,2,3,6,25
REV-005547,814,2020-12-19,4,3,4,5,3,4,6,25
REV-005548,814,2021-12-23,5,1,2,4,3,4,6,25
REV-005549,814,2022-12-06,5,2,3,3,3,4,6,25
REV-005550,814,2023-12-20,4,1,2,4,2,4,6,25
REV-005551,815,2023-12-16,3,5,5,3,2,3,6,18
REV-005552,816,2004-12-17,4,1,1,3,2,3,2,23
REV-005553,816,2005-12-23,4,3,1,3,2,2,4,21
REV-005554,816,2006-12-27,3,2,1,3,2,4,3,23
REV-005555,816,2007-12-09,4,2,1,4,2,3,4,21
REV-005556,816,2008-12-04,4,1,1,4,3,4,2,23
REV-005557,816,2009-12-13,4,1,1,3,3,3,4,23
REV-005558,816,2010-12-27,5,3,2,2,2,4,4,21
REV-005559,816,2011-12-25,4,2,1,3,3,3,4,21
REV-005560,816,2012-12-08,4,2,2,3,2,3,4,21
REV-005561,816,2013-12-16,4,3,1,3,3,3,4,25
REV-005562,816,2014-12-22,5,2,1,3,1,3,4,25
REV-005563,816,2015-12-25,5,2,1,3,1,3,3,25
REV-005564,816,2016-12-10,3,2,1,3,1,3,2,23
REV-005565,816,2017-12-11,5,2,2,3,2,4,4,23
REV-005566,816,2018-12-03,4,2,1,3,2,3,4,23
REV-005567,816,2019-12-07,3,2,1,4,2,3,3,25
REV-005568,816,2020-12-15,3,1,1,2,3,3,4,21
REV-005569,816,2021-12-14,5,2,2,3,2,3,2,25
REV-005570,816,2022-12-02,5,3,2,4,3,3,3,25
REV-005571,816,2023-12-18,5,2,1,4,2,3,4,21
REV-005572,817,2023-12-07,2,3,3,4,2,3,2,21
REV-005573,818,2022-12-10,2,3,4,2,3,4,5,14
REV-005574,818,2023-12-12,4,3,4,2,3,4,6,12
REV-005575,819,2009-12-04,4,3,2,5,1,4,1,13
REV-005576,819,2010-12-19,3,4,2,4,2,3,2,11
REV-005577,819,2011-12-07,3,3,2,5,1,3,1,15
REV-005578,819,2012-12-06,4,3,1,4,3,3,1,11
REV-005579,819,2013-12-07,2,3,3,4,3,3,2,15
REV-005580,819,2014-12-12,3,3,1,3,2,2,3,15
REV-005581,819,2015-12-26,3,2,1,4,1,4,2,15
